Headline 1,Headline 2
Untested Sexual Assault Kits to Be Processed,City Council introduces legislation to transfer 14 properties to the Larimer Consensus Group to settle multiple lawsuits.
Untested Sexual Assault Kits to Be Processed,City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle court cases
"Council authorizes city officials to apply for $250,000 state grant to help fund Emerald View Trail repairs.",Untested Sexual Assault Kits to Be Processed
"Council introduces a resolution to apply for a $250,000 state grant for the Emerald View Trail rehabilitation project.",Untested Sexual Assault Kits to Be Processed
"Council authorizes application for $250,000 grant to rehabilitate Emerald View Trail with city match funding",Untested Sexual Assault Kits to Be Processed
Council refers resolution for University of Pittsburgh to provide free supplemental waste services in Oakland neighborhood.,Untested Sexual Assault Kits to Be Processed
University of Pittsburgh would provide supplemental trash pickup in Oakland under a proposed agreement.,Untested Sexual Assault Kits to Be Processed
Council approves agreement with University of Pittsburgh for free supplemental waste services in Oakland neighborhood,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"City Council approves $316,367 settlement for Finland Street Pedestrian Bridge lawsuit."
"City accepts $316,367 to settle lawsuit involving the Finland Street Pedestrian Bridge.",Untested Sexual Assault Kits to Be Processed
"City Council approves $316,367 settlement for Finland Street Pedestrian Bridge litigation",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council approves three-year agreement with USI Insurance Services for city insurance brokerage services.
Untested Sexual Assault Kits to Be Processed,City Council authorizes a no-cost agreement with USI Insurance Services for insurance brokerage services.
"Council approves no-cost, three-year insurance brokerage agreement with USI Insurance Services",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council approves $1.1 million increase for Liberty Avenue project using additional federal highway funding.
Untested Sexual Assault Kits to Be Processed,City Council approves over $1 million in new federal funding for improvements on Liberty Avenue.
Untested Sexual Assault Kits to Be Processed,Council approves $1.06 million increase in Liberty Avenue project budget with federal funding
Untested Sexual Assault Kits to Be Processed,"Council approves $32,750 contract for video production company to create police recruitment videos."
"City Council approves $32,750 contract for police recruitment videos.",Untested Sexual Assault Kits to Be Processed
"City Council approves $32,750 contract with Kicker Inc. for police recruitment videos",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"Council approves amended resolution to accept reduced $250,000 state grant for Smallman Street Complete Street Project."
"City Council accepts a $250,000 state grant for the Smallman Street project.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council approves amended grant agreement for Smallman Street Complete Street Project with reduced funding
Untested Sexual Assault Kits to Be Processed,Council approves $5.4 million increase for Liberty Avenue highway safety project costs.
Untested Sexual Assault Kits to Be Processed,City Council approves $5.4 million in additional funding for the Liberty Avenue safety project.
Council approves $5.4 million increase for Liberty Ave Highway Safety Improvement Program,Untested Sexual Assault Kits to Be Processed
"Council approves additional $317,588 for South Negley Avenue Bridge Project, bringing total contract to $1.2 million.",Untested Sexual Assault Kits to Be Processed
"Council approves a contract increase of more than $317,000 for the South Negley Avenue Bridge Project.",Untested Sexual Assault Kits to Be Processed
Council approves $1.19 million supplemental agreement with WSP USA for South Negley Avenue Bridge Project,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"Council approves $93,000 increase for Office of Community Health and Safety vehicles and equipment purchase."
Untested Sexual Assault Kits to Be Processed,"Council approves $93,000 for new vehicles and equipment for the Office of Community Health and Safety."
"Council approves $93,000 increase for vehicle and equipment purchases for Community Health and Safety office",Untested Sexual Assault Kits to Be Processed
"Council approves $382,513 increase for Haverhill Project bringing total city reimbursement to Pittsburgh Water to $992,629.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"Council approves an additional $382,513 for the Haverhill stormwater and road project."
"City Council approves increased reimbursement of $992,628.77 to Pittsburgh Water for Haverhill Project costs",Untested Sexual Assault Kits to Be Processed
Council approves agreement with state transportation department to share road and bridge maintenance services at no cost to the city.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,City Council authorizes an agreement with PennDOT to share road and bridge maintenance.
Untested Sexual Assault Kits to Be Processed,City Council approves agreement with PennDOT for exchange of in-kind services at no cost to city
"Council holds resolution to cancel $40,000 property sale on Bodkin Street for one week.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council delays vote on canceling a property sale for one week.
Untested Sexual Assault Kits to Be Processed,Council holds resolution to rescind 2022 property sale for one week
"Council committee to review $33,292 tuition reimbursement for Mohammed Burny by April 23.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"A resolution for a $33,292 tuition reimbursement is held in committee."
Council holds tuition reimbursement payment for Mohammed Burny for further review,Untested Sexual Assault Kits to Be Processed
"Council holds resolution to sell city-owned property on Itin Street for $3,755.",Untested Sexual Assault Kits to Be Processed
Council delays decision on sale of 23rd Ward property.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,City Council holds resolution on sale of 23rd Ward property for two weeks
Untested Sexual Assault Kits to Be Processed,"Council holds resolution to transfer $33,292 from salaries to employee benefits for tuition reimbursement."
"Council places a two-week hold on a $33,292 tuition reimbursement for an employee.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"Council holds resolution to transfer $33,292 for tuition reimbursement for two weeks"
Untested Sexual Assault Kits to Be Processed,Council delays decision on agreement allowing community college students to train with city emergency medical services.
Proposed EMS student training partnership with the community college is held in committee.,Untested Sexual Assault Kits to Be Processed
Council holds decision on EMS student training agreement with Community College of Allegheny County,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council approves reduced Penn Avenue lighting grant for East Liberty business district enhancement project.
Untested Sexual Assault Kits to Be Processed,"Pittsburgh to accept $450,000 state grant for enhanced lighting in the East Liberty business district."
"Council approves reduced $450,000 grant for Penn Avenue Lighting project in East Liberty",Untested Sexual Assault Kits to Be Processed
"Council approves additional $115,170 for Fort Pitt Park design services, bringing total cost to $415,170.",Untested Sexual Assault Kits to Be Processed
"Council recommends an additional $115,170 for design work on Fort Pitt Park improvements.",Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR"
Council approves easement agreements allowing Duquesne Light and Pittsburgh Water to install utility poles and maintain landscaping on city property at no cost.,Untested Sexual Assault Kits to Be Processed
Untested Sexual Assault Kits to Be Processed,Council committee recommends granting Duquesne Light and Pittsburgh Water use of city land for new utility equipment.
Untested Sexual Assault Kits to Be Processed,City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility installations and landscaping at no cost to the City
