Headline 1,Headline 2
Council designates Donny's Place on Herron Avenue as historic structure despite owner opposition.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council designates Donny's Place historic over owner and commission objections.
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council designates Donny’s Place at 1226 Herron Avenue as a Historic Structure despite owner opposition
Council refers resolution to loan city-owned Stephen Foster statue to Museum of Contemporary Art at no cost.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
City proposes loaning the Stephen Foster statue to the Museum of Contemporary Art.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council approves loan of Stephen Foster statue to Museum of Contemporary Art at no cost
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council cancels sale of 136 Bodkin Street property and orders refund of hand money.
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",City Council rescinds sale of 136 Bodkin Street.
Council repeals 2022 property sale of 136 Bodkin Street and orders refund of deposit,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
City Council approves sale of 14 vacant lots in 12th Ward to Larimer Consensus Group to settle court cases.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","Council approves sale of 14 city-owned lots in Larimer for $26,677."
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",City Council approves sale of 12th Ward properties to Larimer Consensus Group to settle court cases
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","Council approves $37,000 grant to help police investigate old sexual assault cases and improve interview rooms."
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","$37,000 grant approved for old sexual assault case investigations."
"Council approves $37,000 grant agreement to support police investigations and training","$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","Council approves application for $250,000 state grant to fix Emerald View Trail with city matching funds."
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","City to apply for $250,000 state grant for Emerald View Trail rehabilitation."
Council approves grant application and city funding for Emerald View Trail rehabilitation project,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council passes ordinance clarifying rules for posting residential parking permit signs.
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",New ordinance clarifies which streets and at what times residential parking permits will be enforced.
Council approves clearer rules for residential parking permit signage,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council expands residential permit parking program to more South Side Flats streets.
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",More streets in the South Side Flats added to residential permit parking zone.
Council approves expansion of Residential Permit Parking Area KK in South Side Flats,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
Council approves sewage plan revision for Walnut McKee Apartments development at 296 McKee Place.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council approves sewer connection for new Walnut McKee Apartments.
City Council approves sewage plan revision for 296 McKee Place at no cost to the City,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
Council approves sewage plan revision for South Side townhome development at no cost to the City.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council approves sewer plan for new Josephine Street Townhomes.
City Council approves sewage plan revision for 215 South 21st Street development at no cost to the City,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","Council approves $8,200 deal to let ALCOSAN build underground tunnels through nine city properties."
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",City grants ALCOSAN underground land access for a major sewer project.
"City Council approves easements for ALCOSAN tunnels on nine city-owned properties for $8,200","$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","Council schedules meeting on police, EMS and fire equipment after ambulance breaks down responding to emergency call."
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council schedules hearing on aging public safety vehicles.
"Council schedules special meeting to address EMS, fire, and police fleet issues","$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
Council holds public hearing on bill to reduce minimum lot sizes for residential development.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
Council hears conflicting public testimony on a bill to reduce minimum lot sizes for homes.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council holds public hearing and advances bill to reduce minimum lot sizes in residential zoning districts
"Council holds resolution to sell city-owned property on Itin Street for $3,755.","$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
Council holds proposed sale of Itin Street property for one week.,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
City Council holds resolution for sale of 23rd Ward property for one week,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"Council holds resolution to transfer $33,292 for employee tuition reimbursement for six weeks.","$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized","$33,292 transfer for council staff tuition reimbursement is held for six weeks."
"City Council votes to hold $33,292 budget transfer for tuition reimbursement for six weeks","$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Council holds ordinance to increase paid sick leave accrual rates and maximum hours for public hearing.
"$40,000 Contract with Law Firm for “Immigration Matters” Authorized",Legislation to increase paid sick days for workers advances to a public hearing.
Council holds Bill 1736 on paid sick leave accrual rates for public hearing,"$40,000 Contract with Law Firm for “Immigration Matters” Authorized"
