Headline 1,Headline 2
"Council authorizes $40,000 contract for immigration legal services with Fragomen firm",Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Council approves agreement for six new bus shelters in Hazelwood at no cost to the city.,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposal for six privately-funded bus shelters in Hazelwood sent to committee for review.,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,Council authorizes agreement with Almono LP for six new bus shelters in Hazelwood at no cost to city
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,Council member Lavelle introduces ordinance to increase paid sick leave accrual rates and maximum hours for Pittsburgh employees.
Council introduces legislation to increase paid sick leave hours for Pittsburgh employees.,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,Council approves ordinance to increase paid sick leave accrual rates and maximum hours
"Council approves reduced $450,000 state grant for Penn Avenue lighting project.",Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
"Council accepts a $450,000 state grant for the Penn Avenue lighting project.",Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,"Council approves reduced $450,000 grant for Penn Avenue lighting project"
"Council approves $115,170 increase for Fort Pitt Park design services, bringing total cost to $415,170.",Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,"Council approves an additional $115,170 for design work on Fort Pitt Park improvements."
"City Council approves $115,170 increase for Fort Pitt Park Phase 1 design services with Pashek + MTR",Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,"Council approves $52,962 payment for one-year Pennsylvania Municipal League subscription."
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,"City to pay nearly $53,000 for annual Pennsylvania Municipal League subscription."
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,"Council approves $52,962 payment for Pennsylvania Municipal League subscription"
"City Council approves $72,500 payment to state utility commission for overdue damage prevention call fees.",Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,"City to pay $72,500 for overdue 811 utility call debts."
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,"City Council approves $72,500 payment to Pennsylvania Public Utility Commission for 811 damage prevention debts"
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,Council repeals 2019 resolution that gave redevelopment authority rights to acquire 15th Ward property.
City Council approves the Urban Redevelopment Authority’s decision to give up a city-owned property.,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Council repeals 2019 resolution allowing Urban Redevelopment Authority to acquire 15th Ward property,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,"Council approves sale of two lots on Erin Street to Pittsburgh Land Bank for $16,290."
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,Council approves the sale of two Hill District lots from the Urban Redevelopment Authority to the Land Bank.
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,Council approves land sale contract between URA and Pittsburgh Land Bank for 5th Ward property
"Council approves sale of city land on Island Avenue to Island Avenue Holdings for $3,600.",Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,"City Council approves the sale of a URA-owned property on Island Avenue for $3,600."
Council approves sale of city land on Island Avenue to Island Avenue Holdings LLC,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,"Council approves sale of city land on N Aiken Avenue to Pittsburgh Land Bank for $48,500."
City Council approves the sale of a URA-owned property on North Aiken Avenue to the Pittsburgh Land Bank.,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,"Council approves sale of land in 11th Ward to Pittsburgh Land Bank for $48,500"
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,Council approves easement agreements allowing Duquesne Light Company and Pittsburgh Water to install utility poles and equipment on city property at no cost to the city.
City grants Duquesne Light and Pittsburgh Water a right-of-way for a utility project on public land.,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
City Council approves easement agreements with Duquesne Light and Pittsburgh Water for utility poles and landscaping on city property,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Council approves public hearing on Pittsburgh's trash problems after residents share ideas for solutions.,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,Council approves a public hearing to gather resident ideas on the city's trash problem.
Council approves public hearing to address citywide trash problem,Proposed July 2024 Contract for Shelter Services Held Another Five Weeks
Proposed July 2024 Contract for Shelter Services Held Another Five Weeks,"Council approves refunding $4,000 deposit to buyer who backed out of deteriorated city property sale."
